  p_brand   |          p_type           | p_size | supplier_cnt 
 Brand#42   | LARGE BRUSHED NICKEL      |     10 |          451
 Brand#42   | PROMO POLISHED COPPER     |      3 |          451
 Brand#42   | SMALL ANODIZED TIN        |      3 |          451
 Brand#42   | STANDARD ANODIZED COPPER  |     27 |          451
 Brand#42   | STANDARD BURNISHED TIN    |     21 |          451
 Brand#43   | LARGE ANODIZED NICKEL     |      3 |          451
 Brand#43   | PROMO PLATED STEEL        |     15 |          451
 Brand#43   | STANDARD BURNISHED BRASS  |     15 |          451
 Brand#44   | ECONOMY BURNISHED NICKEL  |      5 |          451
 Brand#44   | MEDIUM ANODIZED NICKEL    |      3 |          451
 Brand#44   | SMALL PLATED COPPER       |     21 |          451
 Brand#44   | STANDARD ANODIZED COPPER  |     21 |          451
 Brand#45   | ECONOMY ANODIZED BRASS    |     10 |          451
 Brand#45   | ECONOMY BURNISHED STEEL   |     46 |          451
 Brand#45   | ECONOMY POLISHED STEEL    |     27 |          451
 Brand#45   | LARGE BRUSHED TIN         |     46 |          451
 Brand#45   | MEDIUM ANODIZED NICKEL    |      5 |          451
 Brand#45   | MEDIUM BURNISHED BRASS    |      3 |          451
 Brand#45   | MEDIUM BURNISHED NICKEL   |     15 |          451
 Brand#45   | PROMO ANODIZED BRASS      |     21 |          451
 Brand#45   | PROMO BURNISHED STEEL     |     10 |          451
 Brand#45   | PROMO PLATED BRASS        |     27 |          451
 Brand#45   | PROMO PLATED COPPER       |     27 |          451
 Brand#45   | SMALL PLATED BRASS        |      3 |          451
 Brand#45   | STANDARD ANODIZED COPPER  |     27 |          451
 Brand#45   | STANDARD BRUSHED BRASS    |     24 |          451
 Brand#51   | ECONOMY ANODIZED STEEL    |     21 |          451
 Brand#51   | ECONOMY PLATED BRASS      |     10 |          451
 Brand#51   | ECONOMY PLATED STEEL      |     46 |          451
 Brand#51   | ECONOMY POLISHED NICKEL   |     10 |          451
 Brand#51   | LARGE PLATED STEEL        |     10 |          451
 Brand#51   | MEDIUM BRUSHED STEEL      |     21 |          451
 Brand#51   | MEDIUM BURNISHED STEEL    |     27 |          451
 Brand#51   | MEDIUM POLISHED NICKEL    |     46 |          451
 Brand#51   | PROMO BURNISHED NICKEL    |     10 |          451
 Brand#51   | PROMO BURNISHED STEEL     |      3 |          451
 Brand#51   | PROMO POLISHED STEEL      |     15 |          451
 Brand#51   | SMALL ANODIZED STEEL      |      3 |          451
 Brand#51   | SMALL BURNISHED STEEL     |     15 |          451
 Brand#51   | SMALL PLATED NICKEL       |      3 |          451
 Brand#51   | SMALL PLATED TIN          |     15 |          451
 Brand#51   | SMALL POLISHED NICKEL     |     21 |          451
 Brand#51   | STANDARD PLATED BRASS     |     15 |          451
 Brand#51   | STANDARD PLATED BRASS     |     24 |          451
 Brand#52   | ECONOMY BRUSHED NICKEL    |     27 |          451
 Brand#52   | LARGE ANODIZED STEEL      |     21 |          451
 Brand#52   | PROMO BURNISHED STEEL     |      3 |          451
 Brand#52   | PROMO PLATED BRASS        |      3 |          451
 Brand#52   | SMALL BURNISHED TIN       |     27 |          451
 Brand#52   | SMALL PLATED TIN          |     46 |          451
 Brand#52   | STANDARD BRUSHED TIN      |     10 |          451
 Brand#52   | STANDARD BURNISHED COPPER |     46 |          451
 Brand#52   | STANDARD PLATED NICKEL    |      3 |          451
 Brand#52   | STANDARD POLISHED STEEL   |     10 |          451
 Brand#53   | LARGE ANODIZED COPPER     |     24 |          451
 Brand#53   | LARGE ANODIZED TIN        |     10 |          451
 Brand#53   | LARGE BURNISHED NICKEL    |     15 |          451
 Brand#53   | LARGE BURNISHED TIN       |      3 |          451
 Brand#53   | LARGE PLATED TIN          |     21 |          451
 Brand#53   | LARGE PLATED TIN          |     24 |          451
 Brand#53   | MEDIUM BRUSHED COPPER     |     24 |          451
 Brand#53   | MEDIUM PLATED TIN         |      5 |          451
 Brand#53   | MEDIUM POLISHED COPPER    |      5 |          451
 Brand#53   | PROMO BRUSHED TIN         |     46 |          451
 Brand#53   | PROMO POLISHED STEEL      |     46 |          451
 Brand#53   | SMALL PLATED STEEL        |     27 |          451
 Brand#53   | SMALL PLATED TIN          |     24 |          451
 Brand#53   | SMALL POLISHED NICKEL     |      3 |          451
 Brand#53   | STANDARD BURNISHED BRASS  |      5 |          451
 Brand#53   | STANDARD BURNISHED COPPER |     27 |          451
 Brand#53   | STANDARD BURNISHED NICKEL |      3 |          451
 Brand#54   | ECONOMY ANODIZED COPPER   |     21 |          451
 Brand#54   | ECONOMY PLATED STEEL      |     24 |          451
 Brand#54   | ECONOMY POLISHED TIN      |      3 |          451
 Brand#54   | LARGE BURNISHED COPPER    |     21 |          451
 Brand#54   | LARGE BURNISHED NICKEL    |     24 |          451
 Brand#54   | MEDIUM ANODIZED COPPER    |     21 |          451
 Brand#54   | MEDIUM BURNISHED BRASS    |     46 |          451
 Brand#54   | MEDIUM BURNISHED NICKEL   |     10 |          451
 Brand#54   | MEDIUM BURNISHED STEEL    |     21 |          451
 Brand#54   | PROMO ANODIZED COPPER     |     27 |          451
 Brand#54   | SMALL POLISHED COPPER     |     46 |          451
 Brand#54   | STANDARD BRUSHED STEEL    |     27 |          451
 Brand#54   | STANDARD PLATED STEEL     |      5 |          451
 Brand#55   | ECONOMY ANODIZED STEEL    |     10 |          451
 Brand#55   | LARGE ANODIZED COPPER     |     10 |          451
 Brand#55   | LARGE ANODIZED TIN        |     24 |          451
 Brand#55   | LARGE BURNISHED NICKEL    |     21 |          451
 Brand#55   | LARGE PLATED TIN          |     15 |          451
 Brand#55   | MEDIUM BRUSHED BRASS      |     15 |          451
 Brand#55   | SMALL ANODIZED BRASS      |     10 |          451
 Brand#55   | SMALL ANODIZED NICKEL     |     24 |          451
 Brand#55   | SMALL POLISHED STEEL      |      3 |          451
 Brand#55   | STANDARD BRUSHED NICKEL   |      3 |          451
 Brand#55   | STANDARD BURNISHED NICKEL |     21 |          451
 Brand#11   | LARGE BRUSHED STEEL       |      5 |          450
 Brand#11   | SMALL ANODIZED STEEL      |     10 |          450
 Brand#15   | ECONOMY ANODIZED COPPER   |     24 |          450
 Brand#21   | ECONOMY POLISHED TIN      |     15 |          450
 Brand#21   | SMALL BURNISHED TIN       |     24 |          450
 Brand#22   | PROMO BURNISHED NICKEL    |     24 |          450
 Brand#22   | PROMO PLATED STEEL        |     21 |          450
 Brand#23   | MEDIUM BRUSHED BRASS      |     46 |          450
 Brand#23   | STANDARD POLISHED TIN     |      3 |          450
 Brand#25   | LARGE PLATED COPPER       |     15 |          450
 Brand#31   | ECONOMY POLISHED NICKEL   |     10 |          450
 Brand#31   | MEDIUM PLATED TIN         |     46 |          450
 Brand#31   | PROMO PLATED NICKEL       |     24 |          450
 Brand#32   | ECONOMY PLATED COPPER     |     46 |          450
 Brand#33   | MEDIUM POLISHED STEEL     |      5 |          450
 Brand#33   | SMALL ANODIZED COPPER     |     27 |          450
 Brand#34   | ECONOMY ANODIZED BRASS    |     46 |          450
 Brand#41   | LARGE BURNISHED COPPER    |      3 |          450
 Brand#41   | SMALL BRUSHED STEEL       |      3 |          450
 Brand#42   | ECONOMY PLATED TIN        |     21 |          450
 Brand#42   | MEDIUM ANODIZED BRASS     |     21 |          450
 Brand#42   | MEDIUM BURNISHED TIN      |     10 |          450
 Brand#43   | PROMO POLISHED TIN        |      5 |          450
 Brand#44   | SMALL POLISHED STEEL      |     21 |          450
 Brand#44   | STANDARD ANODIZED COPPER  |     15 |          450
 Brand#51   | PROMO ANODIZED STEEL      |      5 |          450
 Brand#52   | ECONOMY PLATED NICKEL     |     46 |          450
 Brand#52   | STANDARD ANODIZED STEEL   |      3 |          450
 Brand#52   | STANDARD PLATED TIN       |     24 |          450
 Brand#53   | SMALL BRUSHED NICKEL      |     10 |          450
 Brand#53   | SMALL BRUSHED TIN         |     46 |          450
 Brand#54   | ECONOMY POLISHED BRASS    |     15 |          450
 Brand#54   | LARGE BRUSHED COPPER      |     46 |          450
 Brand#54   | LARGE PLATED STEEL        |     27 |          450
 Brand#54   | STANDARD BRUSHED STEEL    |     21 |          450
 Brand#21   | MEDIUM POLISHED COPPER    |     10 |          449
 Brand#23   | STANDARD ANODIZED NICKEL  |     10 |          449
 Brand#32   | LARGE PLATED COPPER       |      5 |          449
 Brand#34   | MEDIUM BURNISHED BRASS    |     46 |          449
 Brand#55   | STANDARD POLISHED TIN     |     24 |          449
 Brand#11   | ECONOMY BURNISHED BRASS   |     15 |          448
 Brand#11   | ECONOMY BURNISHED BRASS   |     27 |          448
 Brand#11   | ECONOMY BURNISHED TIN     |     15 |          448
 Brand#11   | ECONOMY PLATED TIN        |     46 |          448
 Brand#11   | ECONOMY POLISHED BRASS    |     24 |          448
 Brand#11   | ECONOMY POLISHED BRASS    |     46 |          448
 Brand#11   | LARGE ANODIZED NICKEL     |     46 |          448
 Brand#11   | LARGE ANODIZED TIN        |     15 |          448
 Brand#11   | MEDIUM ANODIZED NICKEL    |      3 |          448
 Brand#11   | MEDIUM BRUSHED BRASS      |     24 |          448
 Brand#11   | MEDIUM BRUSHED COPPER     |     46 |          448
 Brand#11   | MEDIUM BRUSHED NICKEL     |      3 |          448
 Brand#11   | MEDIUM BRUSHED TIN        |      5 |          448
 Brand#11   | MEDIUM BURNISHED STEEL    |      5 |          448
 Brand#11   | MEDIUM POLISHED COPPER    |     46 |          448
 Brand#11   | MEDIUM POLISHED TIN       |     24 |          448
 Brand#11   | PROMO BRUSHED BRASS       |     27 |          448
 Brand#11   | SMALL ANODIZED STEEL      |      5 |          448
 Brand#11   | SMALL ANODIZED TIN        |     10 |          448
 Brand#11   | SMALL BURNISHED COPPER    |     15 |          448
 Brand#11   | SMALL PLATED NICKEL       |     10 |          448
 Brand#11   | SMALL PLATED TIN          |     15 |          448
 Brand#11   | STANDARD ANODIZED COPPER  |     10 |          448
 Brand#11   | STANDARD ANODIZED TIN     |      3 |          448
 Brand#11   | STANDARD PLATED BRASS     |     15 |          448
 Brand#11   | STANDARD PLATED COPPER    |     21 |          448
 Brand#11   | STANDARD PLATED NICKEL    |     21 |          448
 Brand#11   | STANDARD POLISHED BRASS   |      5 |          448
 Brand#11   | STANDARD POLISHED COPPER  |     10 |          448
 Brand#11   | STANDARD POLISHED STEEL   |      5 |          448
 Brand#13   | ECONOMY BRUSHED STEEL     |     24 |          448
 Brand#13   | ECONOMY BRUSHED TIN       |      5 |          448
 Brand#13   | ECONOMY BRUSHED TIN       |     15 |          448
 Brand#13   | ECONOMY BURNISHED NICKEL  |     21 |          448
 Brand#13   | LARGE ANODIZED COPPER     |      5 |          448
 Brand#13   | LARGE BRUSHED BRASS       |     27 |          448
 Brand#13   | MEDIUM ANODIZED BRASS     |     15 |          448
 Brand#13   | MEDIUM ANODIZED NICKEL    |     21 |          448
 Brand#13   | MEDIUM BRUSHED COPPER     |      3 |          448
 Brand#13   | MEDIUM BRUSHED NICKEL     |     10 |          448
 Brand#13   | MEDIUM BRUSHED STEEL      |     10 |          448
 Brand#13   | MEDIUM BURNISHED TIN      |      5 |          448
 Brand#13   | MEDIUM POLISHED BRASS     |     10 |          448
 Brand#13   | MEDIUM POLISHED TIN       |     46 |          448
 Brand#13   | PROMO ANODIZED COPPER     |     24 |          448
 Brand#13   | PROMO ANODIZED STEEL      |      5 |          448
 Brand#13   | PROMO BRUSHED STEEL       |     24 |          448
 Brand#13   | PROMO BURNISHED NICKEL    |      3 |          448
 Brand#13   | PROMO PLATED COPPER       |      3 |          448
 Brand#13   | PROMO PLATED TIN          |     21 |          448
 Brand#13   | PROMO PLATED TIN          |     24 |          448
 Brand#13   | SMALL ANODIZED NICKEL     |     10 |          448
 Brand#13   | SMALL PLATED STEEL        |      5 |          448
 Brand#13   | SMALL PLATED STEEL        |     46 |          448
 Brand#13   | STANDARD ANODIZED BRASS   |     24 |          448
 Brand#13   | STANDARD ANODIZED STEEL   |     15 |          448
 Brand#13   | STANDARD BRUSHED BRASS    |      3 |          448
 Brand#13   | STANDARD PLATED TIN       |      5 |          448
 Brand#14   | ECONOMY PLATED COPPER     |     46 |          448
 Brand#14   | ECONOMY POLISHED NICKEL   |     27 |          448
 Brand#14   | ECONOMY POLISHED STEEL    |      3 |          448
 Brand#14   | ECONOMY POLISHED TIN      |     10 |          448
 Brand#14   | LARGE ANODIZED COPPER     |      3 |          448
 Brand#14   | LARGE BRUSHED STEEL       |      5 |          448
 Brand#14   | LARGE PLATED COPPER       |     15 |          448
 Brand#14   | LARGE PLATED STEEL        |     24 |          448
 Brand#14   | MEDIUM ANODIZED TIN       |      5 |          448
 Brand#14   | MEDIUM BRUSHED TIN        |     21 |          448
 Brand#14   | PROMO ANODIZED STEEL      |     15 |          448
 Brand#14   | PROMO PLATED BRASS        |      5 |          448
 Brand#14   | PROMO PLATED BRASS        |     15 |          448
 Brand#14   | PROMO PLATED COPPER       |     15 |          448
 Brand#14   | PROMO PLATED NICKEL       |     21 |          448
 Brand#14   | SMALL ANODIZED COPPER     |     24 |          448
 Brand#14   | SMALL BURNISHED NICKEL    |     27 |          448
 Brand#14   | SMALL BURNISHED STEEL     |     27 |          448
 Brand#14   | SMALL PLATED COPPER       |     15 |          448
 Brand#14   | SMALL PLATED TIN          |     21 |          448
 Brand#14   | STANDARD ANODIZED COPPER  |     27 |          448
 Brand#14   | STANDARD BRUSHED NICKEL   |     46 |          448
 Brand#14   | STANDARD BURNISHED TIN    |     27 |          448
 Brand#15   | ECONOMY ANODIZED COPPER   |     27 |          448
 Brand#15   | ECONOMY BRUSHED BRASS     |      3 |          448
 Brand#15   | ECONOMY BRUSHED COPPER    |     24 |          448
 Brand#15   | ECONOMY BRUSHED NICKEL    |     46 |          448
 Brand#15   | ECONOMY BURNISHED NICKEL  |      5 |          448
 Brand#15   | ECONOMY PLATED TIN        |      3 |          448
 Brand#15   | ECONOMY POLISHED NICKEL   |     24 |          448
 Brand#15   | LARGE BRUSHED COPPER      |      5 |          448
 Brand#15   | LARGE BRUSHED STEEL       |     10 |          448
 Brand#15   | LARGE BRUSHED TIN         |     24 |          448
 Brand#15   | LARGE PLATED NICKEL       |     46 |          448
 Brand#15   | MEDIUM ANODIZED COPPER    |     15 |          448
 Brand#15   | MEDIUM BRUSHED STEEL      |     15 |          448
 Brand#15   | MEDIUM BURNISHED STEEL    |     15 |          448
 Brand#15   | MEDIUM BURNISHED TIN      |     24 |          448
 Brand#15   | PROMO ANODIZED TIN        |     10 |          448
 Brand#15   | PROMO PLATED NICKEL       |      5 |          448
 Brand#15   | PROMO PLATED STEEL        |     24 |          448
 Brand#15   | SMALL ANODIZED TIN        |     10 |          448
 Brand#15   | SMALL BRUSHED COPPER      |     27 |          448
 Brand#15   | SMALL BRUSHED NICKEL      |      5 |          448
 Brand#15   | SMALL BRUSHED NICKEL      |     15 |          448
 Brand#15   | SMALL BRUSHED STEEL       |     21 |          448
 Brand#15   | SMALL BURNISHED NICKEL    |     46 |          448
 Brand#15   | SMALL PLATED BRASS        |     15 |          448
 Brand#15   | STANDARD BRUSHED NICKEL   |      3 |          448
 Brand#15   | STANDARD BURNISHED BRASS  |     21 |          448
 Brand#15   | STANDARD BURNISHED COPPER |     24 |          448
 Brand#15   | STANDARD PLATED COPPER    |      5 |          448
 Brand#15   | STANDARD POLISHED COPPER  |     46 |          448
 Brand#21   | ECONOMY ANODIZED STEEL    |     27 |          448
 Brand#21   | ECONOMY BRUSHED BRASS     |     15 |          448
 Brand#21   | ECONOMY BURNISHED COPPER  |     21 |          448
 Brand#21   | LARGE ANODIZED COPPER     |     15 |          448
 Brand#21   | LARGE BRUSHED BRASS       |     15 |          448
 Brand#21   | LARGE BURNISHED COPPER    |     10 |          448
 Brand#21   | LARGE BURNISHED STEEL     |     24 |          448
 Brand#21   | LARGE PLATED BRASS        |      5 |          448
 Brand#21   | LARGE PLATED COPPER       |     24 |          448
 Brand#21   | LARGE PLATED TIN          |     46 |          448
